No,Sample,exp_start,exp_start_value,exp_end_1,exp_end_value_1,exp_end_2,exp_end_value_2,exp_end_3,exp_end_value_3,exponential_coef_simple,mean_4points_afterK,mean_9points_afterK,exponential_Y0,exponential_r,position_K,K,mean_window_K,decrease_start,decrease_end,decrease_rate_linear,decrease_rate,steady_start,steady_end,steady_rate,mean_steady,mean_steady_sd,rise_start,rise_end,rise_rate,log_start_position,log_end_position,log_theoretical_K,log_b,log_theoretical_r
11,0102K2,90.1,0.103888889,1260.1,1.101277778,1290.1,1.104388889,1320.1,1.105,0.002911167,1.105766667,1.112883333,0.363150638,0.001052866,85,1.141222222,1.138444444,2640.1,10560.1,-4.08E-05,-1.94E-05,10590.1,13230.1,-2.21E-05,0.962401373,0.01117271,1290.1,2640.1,3.30E-05,4,43,0.726691918,0.919614668,-0.005700409
12,0102K2,90.1,0.101888889,780.1,1.035,810.1,1.037388889,840.1,1.040666667,0.004847191,1.041033333,1.047805556,0.142243314,0.002824194,87,1.115666667,1.109537037,2670.1,7170.1,-4.81E-05,-2.28E-05,7200.1,13230.1,-2.68E-05,0.960824808,0.024377292,810.1,1920.1,0.000122869,4,27,1.089743664,4.873572777,-0.011227122
13,0103L1,90.1,0.010333333,510.1,0.5715,540.1,0.570055556,570.1,0.559888889,0.013784228,0.562244445,0.554955556,0.083491404,0.004176234,17,0.579944444,0.569972222,900.1,4860.1,-5.29E-05,-5.55E-05,4890.1,9930.1,-1.94E-05,0.416791584,0.015621522,0,0,0,4,18,0.561225928,6.376811435,-0.024206992
14,0103L1,90.1,0.008333333,510.1,0.5545,540.1,0.547055556,570.1,0.543888889,0.014419405,0.545644445,0.546955556,0.083833817,0.004116613,27,0.57275,0.562657407,780.1,5640.1,-4.80E-05,-5.32E-05,5670.1,9930.1,-1.22E-05,0.398915695,0.009545696,0,0,0,4,18,0.551957712,5.962096419,-0.022674637
15,0103L1,90.1,0.007333333,510.1,0.5455,540.1,0.543055556,570.1,0.536888889,0.014802301,0.539644445,0.542155556,0.082703423,0.004116912,27,0.56975,0.559324074,840.1,5670.1,-5.25E-05,-6.02E-05,5700.1,9930.1,-1.21E-05,0.385774648,0.009269261,0,0,0,4,18,0.545580019,5.880900483,-0.022348313
16,0103L1,90.1,0.010333333,510.1,0.5465,540.1,0.542055556,570.1,0.537888889,0.013630581,0.539044445,0.541455556,0.083499012,0.004095395,27,0.56775,0.559657407,780.1,5640.1,-4.96E-05,-5.61E-05,5670.1,9930.1,-1.25E-05,0.391901709,0.009612727,0,0,0,4,18,0.545888851,5.801811624,-0.022070139
17,0104L1,60.1,0.026777778,450.1,0.545472222,480.1,0.538944444,510.1,0.5345,0.011149737,0.533972222,0.520338889,0.121651349,0.003741815,15,0.552111111,0.544351852,540.1,5700.1,-4.93E-05,-6.14E-05,5730.1,9930.1,-2.56E-05,0.336064224,0.016656583,0,0,0,3,16,0.534097344,4.154255639,-0.021480402
18,0104L1,30.1,0.013555556,420.1,0.565111111,450.1,0.557472222,480.1,0.551944444,0.013798919,0.553216667,0.540688889,0.109226744,0.004356053,14,0.566472222,0.556157407,540.1,5670.1,-4.76E-05,-5.50E-05,5700.1,9930.1,-2.57E-05,0.363197183,0.016959303,0,0,0,2,15,0.551028778,4.372055619,-0.023308664
19,0104L1,60.1,0.052777778,450.1,0.563472222,480.1,0.557944444,510.1,0.5535,0.008759851,0.553572222,0.540538889,0.143844722,0.003439105,15,0.574111111,0.566351852,540.1,3780.1,-6.95E-05,-7.74E-05,3810.1,9930.1,-2.52E-05,0.377595257,0.023020089,0,0,0,3,16,0.560108312,3.696042811,-0.020030831
20,0104L1,30.1,0.014555556,450.1,0.559472222,480.1,0.552944444,510.1,0.5495,0.012534344,0.548572222,0.535838889,0.120325039,0.00387434,15,0.569111111,0.563685185,540.1,5670.1,-4.76E-05,-5.54E-05,5700.1,9930.1,-2.54E-05,0.360645442,0.016821907,0,0,0,2,16,0.554559479,4.21962541,-0.022034451
21,0105L1,60.1,0.022777778,420.1,0.602111111,450.1,0.589472222,480.1,0.574944444,0.013123141,0.576416667,0.554488889,0.078534921,0.005320199,14,0.621472222,0.603157407,510.1,5670.1,-4.93E-05,-5.69E-05,5700.1,9930.1,-1.60E-05,0.366471831,0.011692789,0,0,0,3,15,0.627106911,4.882768664,-0.020884501
22,0105L1,90.1,0.026333333,420.1,0.602111111,450.1,0.586472222,480.1,0.572944444,0.013682023,0.574416667,0.551788889,0.085645026,0.005088906,14,0.621472222,0.601824074,510.1,5670.1,-4.90E-05,-5.72E-05,5700.1,9930.1,-1.81E-05,0.364705888,0.012994145,0,0,0,4,15,0.612328917,5.164629434,-0.022621896
23,0105L1,60.1,0.013777778,420.1,0.593111111,450.1,0.578472222,480.1,0.563944444,0.015077465,0.565016667,0.540788889,0.071679502,0.005488014,14,0.611472222,0.589157407,510.1,5730.1,-4.90E-05,-5.98E-05,5760.1,9930.1,-1.63E-05,0.345272024,0.011496102,0,0,0,3,15,0.608214053,5.090294303,-0.021590976
24,0105L1,60.1,0.022777778,420.1,0.615111111,450.1,0.600472222,480.1,0.586944444,0.013208745,0.587416667,0.563088889,0.078400396,0.005354763,14,0.632472222,0.610490741,510.1,5670.1,-5.10E-05,-5.88E-05,5700.1,9930.1,-1.82E-05,0.366028169,0.013054015,0,0,0,3,15,0.632603339,4.90806992,-0.021001856
25,0106L1,60.1,0.027777778,450.1,0.564472222,480.1,0.561944444,510.1,0.5605,0.011140768,0.560172222,0.559638889,0.107292548,0.00410378,26,0.585833333,0.575064815,810.1,3000.1,-8.33E-05,-8.08E-05,4620.1,9930.1,-2.54E-05,0.418584426,0.020664804,0,0,0,3,16,0.561661183,4.379711979,-0.020621891
26,0106L1,60.1,0.021777778,450.1,0.550472222,480.1,0.545944444,510.1,0.5455,0.011948054,0.544372222,0.541238889,0.098026421,0.004243444,26,0.563833333,0.552731481,690.1,4740.1,-8.69E-05,-9.80E-05,6720.1,9930.1,-1.43E-05,0.33829874,0.00855781,0,0,0,3,16,0.546574701,4.468602354,-0.020535531
27,0106L1,30.1,0.014555556,450.1,0.563472222,480.1,0.560944444,510.1,0.5575,0.012558816,0.557972222,0.555538889,0.100170209,0.00429109,26,0.586833333,0.574731481,840.1,3570.1,-6.07E-05,-5.95E-05,3600.1,9930.1,-2.55E-05,0.431847877,0.024342101,0,0,0,2,16,0.563599963,4.479282954,-0.021068364
28,0106L1,30.1,0.015555556,450.1,0.575472222,480.1,0.572944444,510.1,0.5695,0.012402963,0.568972222,0.563338889,0.108549185,0.004166478,27,0.58775,0.578657407,870.1,3210.1,-6.31E-05,-6.05E-05,3240.1,6540.1,-2.07E-05,0.477594595,0.011270587,0,0,0,2,16,0.574892068,4.526725265,-0.021876395
29,0107L1,30.1,0.011555556,930.1,0.618055556,960.1,0.607361111,990.1,0.603472222,0.006378975,0.603072222,0.593002778,0.030066217,0.003456272,31,0.621027778,0.613694445,1020.1,5730.1,-4.95E-05,-5.03E-05,5760.1,9930.1,-2.65E-05,0.424822024,0.016968642,0,0,0,2,32,0.308086378,0.214186726,-0.00320822
30,0107L1,120.1,0.034055556,930.1,0.617055556,960.1,0.612361111,990.1,0.607472222,0.0051598,0.605272222,0.595202778,0.038982259,0.003161043,31,0.626027778,0.616694445,1020.1,5700.1,-5.06E-05,-5.12E-05,5730.1,9930.1,-2.67E-05,0.42673089,0.017187296,0,0,0,5,32,0.358158909,0.263674204,-0.002971206
31,0107L1,60.1,0.010777778,930.1,0.617055556,960.1,0.608361111,990.1,0.607472222,0.006711803,0.603272222,0.592202778,0.033266758,0.003328352,31,0.620027778,0.612027778,1020.1,5790.1,-5.20E-05,-5.39E-05,5820.1,9930.1,-2.69E-05,0.41588124,0.017086086,0,0,0,3,32,0.323480433,0.22689742,-0.003128218
32,0107L1,60.1,0.016777778,930.1,0.616055556,960.1,0.609361111,990.1,0.606472222,0.005975215,0.604072222,0.594902778,0.037976302,0.003179253,31,0.622027778,0.612694445,1050.1,5790.1,-4.92E-05,-4.99E-05,5820.1,9930.1,-2.68E-05,0.425845008,0.016873082,0,0,0,3,32,0.343006355,0.225664472,-0.002986178
33,0108L1,180.1,0.032333333,660.1,0.559694444,690.1,0.546444444,720.1,0.547611111,0.008569886,0.547466666,0.537375,0.0706149,0.003378114,22,0.566222222,0.558824074,780.1,5700.1,-4.83E-05,-5.65E-05,5730.1,9930.1,-1.98E-05,0.366688337,0.013080886,0,0,0,7,23,0.602830254,4.174744405,-0.010497688
34,0108L1,180.1,0.059333333,660.1,0.577694444,690.1,0.563444444,720.1,0.557611111,0.0068404,0.562666666,0.553675,0.089125521,0.003065273,22,0.582222222,0.577490741,750.1,4860.1,-5.05E-05,-5.47E-05,4890.1,9930.1,-2.24E-05,0.396767916,0.017508906,0,0,0,7,23,0.620538322,3.787045038,-0.009989238
35,0108L1,180.1,0.039333333,660.1,0.554694444,690.1,0.542444444,720.1,0.539611111,0.007953894,0.540666666,0.530375,0.075990631,0.003257045,22,0.559222222,0.554824074,750.1,5670.1,-4.58E-05,-5.32E-05,5700.1,9930.1,-1.88E-05,0.373711268,0.012760086,0,0,0,7,23,0.587858482,4.183652951,-0.010861061
36,0108L1,180.1,0.031333333,630.1,0.567222222,660.1,0.561694444,690.1,0.551444444,0.009284764,0.553361111,0.542591667,0.067333344,0.003593732,22,0.567222222,0.564157407,750.1,5670.1,-4.88E-05,-5.64E-05,5700.1,9930.1,-2.21E-05,0.367795775,0.014855518,0,0,0,7,22,0.599343301,4.181085182,-0.010869059
37,0109L1,60.1,0.039777778,420.1,0.525111111,450.1,0.518472222,480.1,0.510944444,0.010340523,0.512416667,0.498788889,0.122631716,0.003878345,14,0.532472222,0.521490741,510.1,5670.1,-4.95E-05,-6.55E-05,5700.1,9930.1,-2.23E-05,0.319506944,0.015095654,0,0,0,3,15,0.51732218,3.943336026,-0.021919473
38,0109L1,30.1,0.026555556,420.1,0.539111111,450.1,0.531472222,480.1,0.523944444,0.011137172,0.526416667,0.515188889,0.11988052,0.004030874,14,0.549472222,0.536824074,510.1,4170.1,-6.82E-05,-8.35E-05,4200.1,9930.1,-2.33E-05,0.338736328,0.020278642,0,0,0,2,15,0.534836966,3.809728772,-0.021382351
39,0109L1,60.1,0.032777778,420.1,0.534111111,450.1,0.526472222,480.1,0.520944444,0.011184305,0.521616667,0.510188889,0.12416932,0.00390085,14,0.543472222,0.532157407,510.1,5670.1,-5.15E-05,-6.71E-05,5700.1,9930.1,-2.31E-05,0.324190141,0.015288741,0,0,0,3,15,0.52642593,4.071038395,-0.022641392
40,0109L1,30.1,0.028555556,420.1,0.545111111,450.1,0.538472222,480.1,0.530944444,0.010909505,0.532816667,0.519888889,0.125574135,0.003947023,14,0.554472222,0.542490741,510.1,5700.1,-5.05E-05,-6.39E-05,5730.1,9930.1,-2.40E-05,0.332546296,0.016094196,0,0,0,2,15,0.539268267,3.828473072,-0.021954815
41,0110L1,120.1,0.045055556,600.1,0.633555556,630.1,0.628222222,660.1,0.622694444,0.007945196,0.621305555,0.612444444,0.077896683,0.003832521,20,0.640888889,0.633166667,690.1,4170.1,-5.74E-05,-5.35E-05,4200.1,9930.1,-2.51E-05,0.464829282,0.02170635,0,0,0,5,21,0.659214667,5.446993604,-0.015741771
42,0110L1,120.1,0.047055556,600.1,0.640555556,630.1,0.636222222,660.1,0.629694444,0.007847681,0.628505555,0.619044444,0.08083803,0.003786792,20,0.648888889,0.638833334,690.1,5730.1,-4.60E-05,-4.38E-05,5760.1,9930.1,-2.43E-05,0.457422024,0.015973472,0,0,0,5,21,0.660747733,5.486211299,-0.016058031
43,0110L1,120.1,0.046055556,600.1,0.643555556,630.1,0.638222222,660.1,0.632694444,0.007926287,0.631505555,0.622044444,0.079499874,0.003817896,20,0.648888889,0.6405,690.1,5730.1,-4.72E-05,-4.51E-05,5760.1,9930.1,-2.46E-05,0.455143452,0.016010111,0,0,0,5,21,0.663520616,5.473733895,-0.015925175
44,0110L1,30.1,0.021555556,600.1,0.641555556,630.1,0.634222222,660.1,0.633694444,0.008588496,0.629305555,0.620544444,0.073670208,0.003967353,20,0.648888889,0.640166667,690.1,5730.1,-4.57E-05,-4.33E-05,5760.1,9930.1,-2.46E-05,0.45973631,0.016243506,0,0,0,2,21,0.66614744,5.317509854,-0.015546145
45,0110K2,30.1,0.129166667,330.1,1.0205,360.1,1.012277778,390.1,1.013277778,0.009939902,1.018544445,1.026588889,0.25091799,0.004726041,81,1.079111111,1.071925926,600.1,1200.1,-0.000119745,-5.93E-05,2220.1,9750.1,-1.33E-05,1.048138448,0.020803466,0,0,0,2,12,1.078591847,2.624940722,-0.017961567
46,0110K2,30.1,0.132166667,330.1,1.0215,360.1,1.012277778,390.1,1.011277778,0.009834196,1.015744445,1.021088889,0.24714912,0.004774018,118,1.107333333,1.077259259,600.1,1260.1,-6.73E-05,-3.33E-05,2760.1,9810.1,-1.04E-05,1.056702919,0.017665333,0,0,0,2,12,1.088450091,2.622331686,-0.017596464
47,0110K2,30.1,0.133166667,360.1,1.005277778,390.1,0.997277778,420.1,0.998166667,0.00883724,1.004555556,1.01905,0.284838462,0.003990532,19,1.053111111,1.035203704,600.1,1380.1,-0.00016185,-8.17E-05,2760.1,9750.1,-6.23E-06,1.017836895,0.015151717,0,0,0,2,13,1.047064778,2.633413906,-0.018496156
48,0110K2,30.1,0.144166667,540.1,1.123111111,570.1,1.118277778,600.1,1.103,0.005807237,1.101955556,1.087272222,0.448898615,0.002040169,18,1.137222222,1.121296296,540.1,1290.1,-0.000119558,-5.62E-05,2190.1,8340.1,-1.29E-05,1.109580636,0.015476793,0,0,0,2,19,1.121411167,2.713104687,-0.01827224
49,0111L1,30.1,0.017555556,420.1,0.514111111,450.1,0.505472222,480.1,0.499944444,0.012492514,0.496616667,0.483888889,0.105109299,0.004212821,14,0.517472222,0.507490741,510.1,4170.1,-6.86E-05,-9.26E-05,4200.1,9930.1,-1.93E-05,0.306907407,0.016815691,0,0,0,2,15,0.505665957,3.892372376,-0.021106685
50,0111L1,60.1,0.031777778,450.1,0.498472222,480.1,0.490944444,510.1,0.4865,0.010183136,0.486572222,0.473538889,0.124083917,0.003496582,15,0.505111111,0.499685185,540.1,5670.1,-4.92E-05,-6.95E-05,5700.1,9930.1,-2.07E-05,0.295647887,0.013969034,0,0,0,3,16,0.494657786,3.722181713,-0.020028444
51,0111L1,60.1,0.023777778,450.1,0.489472222,480.1,0.482944444,510.1,0.4785,0.011188567,0.477972222,0.465238889,0.119689457,0.003554681,15,0.498111111,0.492351852,510.1,5670.1,-5.09E-05,-7.36E-05,5700.1,9930.1,-2.09E-05,0.286929577,0.013973352,0,0,0,3,16,0.483596371,4.091185083,-0.022018224
52,0111L1,60.1,0.028777778,450.1,0.529472222,480.1,0.522944444,510.1,0.5155,0.010773148,0.516572222,0.501138889,0.127481097,0.003585544,15,0.537111111,0.532685185,510.1,5670.1,-5.36E-05,-7.14E-05,5700.1,9930.1,-2.21E-05,0.313084507,0.014519077,0,0,0,3,16,0.525920939,3.934270793,-0.020851457
53,0112L1,60.1,0.043777778,540.1,0.605055556,570.1,0.601888889,600.1,0.600555556,0.007893327,0.600483333,0.595344444,0.217594387,0.002251293,18,0.6095,0.606166667,600.1,5700.1,-3.19E-05,-2.89E-05,5730.1,9930.1,-3.75E-05,0.477163515,0.02350037,0,0,0,3,19,0.595802348,4.025268026,-0.023597162
54,0112L1,60.1,0.054777778,420.1,0.623111111,450.1,0.622472222,480.1,0.619944444,0.009743963,0.620016667,0.612188889,0.174077836,0.003437621,15,0.623111111,0.622685185,540.1,5700.1,-3.60E-05,-3.30E-05,5730.1,9930.1,-3.95E-05,0.467092593,0.024703519,0,0,0,3,15,0.601407469,4.453694195,-0.02762844
55,0112L1,60.1,0.035777778,420.1,0.615111111,450.1,0.615472222,480.1,0.616944444,0.011399198,0.615816667,0.610188889,0.158320103,0.003636558,18,0.6195,0.616166667,570.1,5700.1,-3.76E-05,-3.45E-05,5730.1,9930.1,-3.93E-05,0.464064224,0.02461806,0,0,0,3,15,0.588741539,4.723423798,-0.02843319
56,0112L1,30.1,0.022555556,420.1,0.621111111,450.1,0.619472222,480.1,0.622944444,0.012264863,0.621216667,0.614488889,0.14722161,0.003873199,18,0.6245,0.621833333,570.1,3150.1,-4.93E-05,-4.18E-05,3480.1,9930.1,-3.78E-05,0.505813272,0.036069157,0,0,0,2,15,0.454082191,0.498136556,-0.011010736
57,0113L1,30.1,0.023555556,690.1,0.607444444,720.1,0.601611111,750.1,0.602833333,0.007103959,0.603005555,0.597241667,0.06875477,0.003482552,23,0.617694444,0.608787037,810.1,5670.1,-3.23E-05,-2.95E-05,5700.1,9930.1,-3.74E-05,0.474387324,0.023721769,0,0,0,2,24,0.423127123,0.252436255,-0.004078971
58,0113L1,30.1,0.025555556,690.1,0.630444444,720.1,0.627611111,750.1,0.628833333,0.007007061,0.627405555,0.620741667,0.076140093,0.003394281,23,0.644694444,0.63512037,780.1,5670.1,-5.54E-05,-5.24E-05,0,0,0,0,0,0,0,0,2,24,0.643821312,6.027340436,-0.015649502
59,0113L1,30.1,0.029555556,660.1,0.627694444,690.1,0.614444444,720.1,0.612611111,0.006997716,0.615666666,0.608175,0.073550101,0.003553121,23,0.627694444,0.62212037,780.1,5700.1,-5.29E-05,-5.15E-05,5730.1,9930.1,-4.49E-05,0.419362096,0.028100972,0,0,0,2,23,0.644969287,5.221252624,-0.013863521
60,0113L1,30.1,0.028555556,690.1,0.638444444,720.1,0.632611111,750.1,0.629833333,0.006791997,0.631605555,0.625941667,0.077190837,0.003390287,23,0.652694444,0.644453703,780.1,5730.1,-4.09E-05,-3.69E-05,0,0,0,0,0,0,0,0,2,24,0.46824489,0.270799196,-0.003973065
61,0114L1,60.1,0.089777778,300.1,0.580444444,330.1,0.548944444,360.1,0.535888889,0.011219699,0.543372222,0.516072222,0.124531481,0.00575102,10,0.607222222,0.585537037,390.1,2430.1,-0.000202652,-0.000274463,2790.1,9930.1,-2.42E-05,0.296355339,0.025796795,0,0,0,3,11,0.614400229,4.425439876,-0.029699707
62,0114L1,30.1,0.083555556,270.1,0.628222222,300.1,0.605444444,330.1,0.581944444,0.012126947,0.593794444,0.573605555,0.100243261,0.007380917,9,0.631944444,0.625666666,420.1,2430.1,-0.00023317,-0.000299944,2610.1,9930.1,-2.35E-05,0.299795181,0.025777194,0,0,0,2,10,0.720005354,3.535964159,-0.022499266
63,0114L1,30.1,0.082555556,330.1,0.541944444,360.1,0.531888889,390.1,0.525472222,0.009049026,0.522777778,0.509983333,0.13869921,0.004706049,8,0.565833333,0.514037037,420.1,2460.1,-0.000199178,-0.000265981,2790.1,9930.1,-2.34E-05,0.303924861,0.025165405,0,0,0,2,12,0.556388036,4.214174166,-0.029798935
64,0114L1,30.1,0.090555556,300.1,0.575444444,330.1,0.540944444,360.1,0.522888889,0.009880747,0.536172222,0.520472222,0.119048339,0.005899345,10,0.600222222,0.583203703,420.1,2490.1,-0.0001841,-0.000243419,2520.1,6510.1,-1.14E-05,0.324541667,0.010876032,0,0,0,2,11,0.628029592,3.794362181,-0.025173733
65,0115L1,30.1,0.050555556,960.1,0.652361111,990.1,0.652472222,1020.1,0.645444444,0.003967451,0.648677778,0.647147222,0.22191668,0.001208771,34,0.652472222,0.650092592,1080.1,8760.1,-4.14E-05,-3.65E-05,8790.1,9870.1,-2.27E-05,0.478811562,0.006352294,0,0,0,2,33,0.738420009,1.238449344,-0.003252119
66,0115L1,30.1,0.026555556,930.1,0.667055556,960.1,0.667361111,990.1,0.669472222,0.005167468,0.665872222,0.663202778,0.199836461,0.001382448,34,0.669472222,0.667425926,1080.1,6840.1,-4.74E-05,-4.07E-05,6870.1,9900.1,-2.34E-05,0.500970588,0.011692434,0,0,0,2,32,0.685003596,1.458756026,-0.004197416
67,0115L1,30.1,0.046555556,930.1,0.646055556,960.1,0.643361111,990.1,0.643472222,0.004216259,0.642072222,0.636102778,0.199549484,0.001345214,32,0.646055556,0.644148148,1050.1,6870.1,-4.72E-05,-4.27E-05,6900.1,9900.1,-2.44E-05,0.472801705,0.011773472,0,0,0,2,32,0.713915025,1.386747919,-0.003582692
68,0115L1,60.1,0.092777778,900.1,0.664027778,930.1,0.664055556,960.1,0.665361111,0.003380229,0.662472222,0.657777778,0.229750982,0.001228007,33,0.665361111,0.663962963,1050.1,6870.1,-4.98E-05,-4.43E-05,6900.1,9900.1,-2.39E-05,0.481425468,0.011519952,0,0,0,3,31,0.8058791,1.214150903,-0.002891162
69,0116L1,60.1,0.084777778,450.1,0.645472222,480.1,0.642944444,510.1,0.6395,0.007509223,0.639372222,0.630038889,0.179605827,0.003187349,16,0.645472222,0.643175926,570.1,5700.1,-4.50E-05,-4.10E-05,5730.1,9900.1,-3.00E-05,0.471152381,0.019025045,0,0,0,3,16,0.642833843,2.92703725,-0.016477339
70,0116L1,30.1,0.060555556,420.1,0.654111111,450.1,0.657472222,480.1,0.654944444,0.008803088,0.652216667,0.643388889,0.14531009,0.003958102,16,0.657472222,0.655509259,570.1,5700.1,-4.47E-05,-3.97E-05,5730.1,9870.1,-3.16E-05,0.481092126,0.019777334,0,0,0,2,15,0.663329925,2.947864028,-0.01584968
71,0116L1,30.1,0.055555556,450.1,0.646472222,480.1,0.643944444,510.1,0.6405,0.008429965,0.640172222,0.631138889,0.16461234,0.003414012,16,0.646472222,0.644509259,570.1,5700.1,-4.30E-05,-3.84E-05,5730.1,9900.1,-3.18E-05,0.478502381,0.020027312,0,0,0,2,16,0.473517844,0.447416473,-0.010323929
72,0116L1,60.1,0.080777778,480.1,0.642944444,510.1,0.6405,540.1,0.639055556,0.00712539,0.637388889,0.630775,0.186231872,0.002928978,17,0.642944444,0.641305555,600.1,5730.1,-4.03E-05,-3.52E-05,5760.1,9900.1,-3.22E-05,0.489009792,0.020222913,0,0,0,3,17,0.637290595,3.129183693,-0.017137906
73,0201G2,30.1,0.029916667,510.1,0.571333333,540.1,0.574777778,570.1,0.578388889,0.008865232,0.577288889,0.575116667,0.127641344,0.003327944,22,0.582166667,0.581305556,690.1,4350.1,-7.85E-05,-7.92E-05,4380.1,8430.1,-1.83E-05,0.409289624,0.011996026,0,0,0,2,18,0.55745197,4.464216609,-0.021059239
74,0201G2,30.1,0.019916667,540.1,0.573777778,570.1,0.574388889,600.1,0.576777778,0.009506753,0.576416667,0.570411111,0.130470876,0.003118836,22,0.579166667,0.577972222,690.1,4320.1,-7.65E-05,-7.74E-05,4350.1,8430.1,-1.72E-05,0.409791768,0.011224787,0,0,0,2,19,0.557379689,4.277956054,-0.019655634
75,0201G2,60.1,0.019166667,540.1,0.570777778,570.1,0.572388889,600.1,0.572777778,0.010200537,0.573416667,0.567511111,0.133961632,0.003047875,22,0.576166667,0.574638889,660.1,4320.1,-7.59E-05,-7.69E-05,4350.1,8430.1,-1.74E-05,0.407105637,0.01141243,0,0,0,3,19,0.549846563,4.717279538,-0.021610659
76,0201G2,60.1,0.021166667,510.1,0.562333333,540.1,0.563777778,570.1,0.567388889,0.010514577,0.566088889,0.562716667,0.123475292,0.003352009,22,0.569166667,0.567972222,690.1,2190.1,-9.54E-05,-9.10E-05,4230.1,8430.1,-1.60E-05,0.403624705,0.011359216,0,0,0,3,18,0.540894858,5.129691141,-0.023832906
77,0202G2,30.1,0.034916667,510.1,0.617333333,540.1,0.619777778,570.1,0.624388889,0.008633462,0.626288889,0.628016667,0.12869235,0.003388691,23,0.637972222,0.633277778,780.1,2130.1,-3.31E-05,-2.68E-05,4200.1,8430.1,-3.43E-05,0.535092723,0.021717432,0,0,0,2,18,0.602249229,3.200086605,-0.014484175
